targeting,1004
asks,1005
basis,398
addition,1007
decent,230
satire,1008
been,231
mark,1009
pc,1010
much,163
condemn,627
hawking,1012
criticises,1013
lovely,1014
amazing,618
ann,832
pm,164
life,1017
lived,360
families,232
deeper,1018
reaction,976
face,1021
c,497
else,1022
pensioners,126
ensuring,1023
lives,429
minister,127
hashtag,12
prices,362
sad,835
former,1025
those,165
granted,1026
case,1027
explicitly,934
equivocation,467
welcoming,1030
look,471
these,166
2011,153
fallon,1033
bill,1034
as,31
n,1035
n't,34
cast,1036
proves,1258
smart,1111
familiar,1037
many,233
compassion,758
revisited,1039
voice,643
margin,1040
region,1041
resigns,1206
corbyn,1042
excuses,1216
cons,546
voters,363
is,13
hatfield,142
rip,365
eve,1045
someone,366
late,1173
in,9
jenny,1253
campaigning,1047
dawson,1048
if,69
h,928
funny,1050
rhodri,585
suggests,532
pay,193
make,167
locking,1052
same,237
surveillance,277
another,1055
takingpeopleforfools,1056
speech,235
buys,1058
party,168
imho,1049
events,699
status,708
sincerest,711
spying,599
used,1063
knitting,593
achievement,872
ratings,842
comprehensive,731
essential,1193
contr,556
yesterday,370
moment,371
strength,372
moving,1068
ownership,373
verboten,1069
along,1000
build,851
totally,1070
stack,1071
keep,1072
break,687
off,238
48,504
older,1075
i,27
variety,1076
well,79
fighting,475
directly,1077
services,1078
greatest,856
gain,1235
corporation,1267
claims,580
the,4
otherwise,375
dark,1120
appalled,1082
miliband,239
parody,706
things,926
just,99
being,240
offensive,902
gentiloni,1086
executive,376
lawsuit,1087
press,384
counterproduc,929
thanks,70
ergon,1090
seats,1091
yep,378
standuptotrump,1093
antisemitism,1094
yet,1095
stoplooklisten17,1096
clp,1097
announcement,732
generous,1099
cut,745
campaign,169
candidate,1101
also,241
justine,873
\?,28
percent,1103
sky,19
discuss,1104
heritage,1105
horseferry,1106
nato,1107
4,379
relevance,1109
role,424
distinguish,972
has,41
submissions,1110
humanity,543
\(,68
\),80
real,1112
fallujah,1113
victims,382
around,242
emergency,125
government,129
read,1115
big,1116
bid,24
discriminatory,383
mow,1117
possible,1118
boo,1119
judgement,920
matters,1121
five,1122
know,374
commentary,1124
govt,377
alex,695
bit,626
lady,1127
d,268
incredibly,1130
showing,1060
like,243
lost,1131
controlling,1132
message,927
defiant,1135
earlie,1136
50,1137
52,1138
notified,1139
benefit,385
continue,1140
unstable,1141
t,386
always,305
anti,1142
passionate,388
endorser,1134
snatcher,1144
cuts',1145
laissez,1146
right,131
era,770
labourlegend,1148
people,35
twitter,1149
some,390
back,391
emails,1150
oh,1189
hs2,244
urgent,245
scawthorpe,666
economic,1152
'revolution',1153
election,100
proper,101
home,1154
empire,246
guess,742
intellect,999
delivered,1158
jeremy,1159
for,7
confirm,1160
o',1161
affects,1162
justsaying,1163
fox,102
best,948
witty,1165
everything,448
tickety,1108
asking,170
landscape,1167
scawsby,1205
steps,1168
beating,1169
murdoch,25
refer,392
be,20
ripped,1170
pls,1171
power,181
adwick,1172
performed,947
interpreters,1174
lose,387
continuing,1176
trivial,895
disappeared,1178
overall,634
broken,1179
campsall,395
corp,1180
murdochs,172
served,1182
losing,1183
crap,533
post,396
londoners,1185
by,50
acc,564
on,14
about,32
world,1125
package,635
podcaster,1190
of,6
certainty,582
incomes,1006
v,795
chance,1286
o,1192
anywherebutwestminster,1143
deserves,1194
magazine,1195
slams,1196
ensure,1197
stand,75
act,399
'let,1199
luck,707
or,103
block,647
op,1201
ppl,550
own,247
protests,1203
pension,1274
garbage,1204
terrorists,673
pays,679
into,248
within,1207
shed,1208
billions,303
ministers,439
down,692
lies,304
because,389
vigil,437
raises,403
old,1147
strategy,1212
your,171
behind,1213
rossington,1283
deal,1214
her,405
renewal,466
spending,406
minority,404
there,132
question,104
20,1260
lol,526
fight,408
threat,632
describes,613
counterproductive,1220
editor,250
way,205
ed,409
notices,810
conceivable,1224
adam,1302
was,33
knowledge,1225
across,959
happy,826
stopping,1038
himself,1054
north,410
conference,1001
enough,348
bus,1230
spirit,1231
sequel,411
lawn,1232
but,76
forward,1222
assured,739
heat,1234
state,903
link,2
library,1157
might,1032
damns,1088
ha,413
with,29
bauman,1237
raising,1238
he,81
congratulations,252
made,173
applying,1239
entry,1081
dangerous,414
sounds,1242
morning,1243
uq,1244
up,56
us,71
until,281
planet,415
record,1245
sadness,1246
're,72
uk,133
problem,1249
piece,416
character,1250
called,417
muslims,1287
littlefield,418
money,1085
ad,1092
sill,925
defined,419
measure,1254
am,420
deep,216
an,60
merry,1257
divisive,421
britain,134
clever,614
at,51
pen,1166
hes,1215
rupert,174
work,108
proceeds,1241
oval,1262
1950s,1263
stephen,680
again,175
supportive,1155
'll,1266
want,105
no,42
deserve,1080
stake,1268
when,130
ourselves,1156
westminster,1098
nick,422
politicians,1272
other,423
5,381
test,254
bush,905
you,22
out,48
newsn,1273
flulabour,1210
pupil,1059
explaining,1275
trip,1276
marxist,1265
's,17
volumes,1277
monday,1278
getting,932
shredded,1280
welcome,393
poem,1282
visits,1181
cruelty,1284
alright,1285
josh,1240
important,359
councillors,1211
imitation',1288
tackle,425
stoke,1289
repeal,1290
friends,1291
meals,1292
died,1293
billion,1227
voting,1295
lead,1296
madness,987
excuse,544
workers',426
neill,1248
alongside,1299
together,428
appalling,176
feud,1300
passed,1301
u,256
came,886
apart,1129
time,61
far,257
understand,1024
songs,1304
precedent,1028
once,430
